price,region,locality,type,bedrooms,bathrooms,area,rooms
1000000,South,Marsascala,Villa Semi-detached,4,2,384,9
795000,Gozo,Gozo - Xaghra,House of Character,3,5,368,13
372000,South,Zejtun,Townhouse,3,2,100,6
325000,South,Marsascala,Penthouse,3,2,140,6
300000,Central,Birkirkara,Apartment,3,2,150,8
190000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,0,83,3
240000,Central,Balzan,Maisonette,2,2,70,4
485000,Central,Naxxar,Maisonette,3,2,140,7
1495000,North,Mellieha,Bungalow Detached,3,2,1000,8
415000,South,Paola,Townhouse,4,3,214,9
745000,South,Qrendi,Terraced House,3,2,225,8
550000,Sliema and St Julians Surroundings,Pender Place,Apartment,3,2,192,8
850000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,214,6
275000,Sliema and St Julians Surroundings,Gzira,Apartment,3,2,117,7
302000,North,Mellieha,Apartment,3,2,128,6
275000,North,Mellieha,Apartment,3,2,103,6
372000,South,Ghaxaq,Apartment,3,2,123,6
595000,Central,Qormi,Townhouse,3,2,327,9
325000,Sliema and St Julians Surroundings,Swieqi,Apartment,2,2,91,5
265000,Sliema and St Julians Surroundings,Swieqi,Apartment,2,1,107,4
375000,Central,Balzan,Penthouse,2,2,107,5
900000,North,Salina,Terraced House,3,3,580,10
345000,North,Rabat,Townhouse,3,2,110,10
319000,North,St Paul's Bay,Apartment,3,2,134,7
276000,Central,Siggiewi,Apartment,3,1,95,5
388000,Sliema and St Julians Surroundings,Sliema,Apartment,3,1,112,5
315000,Sliema and St Julians Surroundings,San Gwann,Maisonette,2,2,96,6
250000,South,Fgura,Apartment,3,2,80,7
372000,Central,Zebbug,Maisonette,3,2,144,9
276000,South,Fgura,Apartment,3,2,112,6
280000,Central,Qormi,Maisonette Solitary,3,0,190,6
325000,Central,Naxxar,Apartment,3,2,143,7
350000,South,Zabbar,Penthouse,3,2,265,7
475000,South,Zabbar,Penthouse,3,0,265,5
365000,South,Zabbar,Penthouse,3,2,177,8
1350000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,252,9
335000,Central,Naxxar,Apartment,3,1,95,5
335000,Central,Naxxar,Apartment,3,1,95,5
595000,North,Xemxija,Apartment,3,2,175,7
266000,Central,Naxxar,Apartment,2,2,80,5
245000,Central,Naxxar,Apartment,2,2,75,5
335000,Central,Naxxar,Apartment,3,2,102,6
245000,Central,Naxxar,Apartment,2,2,75,5
335000,Central,Naxxar,Apartment,3,2,95,6
225000,South,Senglea,Maisonette Duplex,2,1,77,4
340000,South,Zabbar,Penthouse,3,2,146,7
400000,South,Zabbar,Penthouse,3,2,210,8
295000,South,Zabbar,Penthouse,3,2,142,8
255000,South,Zabbar,Apartment,3,2,125,7
250000,South,Zabbar,Apartment,3,2,140,7
245000,South,Zabbar,Apartment,3,2,125,7
235000,South,Zabbar,Apartment,3,2,125,7
218000,South,Fgura,Maisonette,2,1,162,5
245000,Sliema and St Julians Surroundings,San Gwann,Apartment,2,1,95,4
240000,Sliema and St Julians Surroundings,Swatar,Maisonette,3,1,175,7
299000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,110,7
320000,South,Zabbar,Maisonette,3,2,106,8
295000,Sliema and St Julians Surroundings,Pieta,Maisonette Duplex,4,2,164,9
587000,Central,Naxxar,Townhouse,3,3,170,8
320000,Central,Hamrun,Townhouse,3,2,146,10
239500,Sliema and St Julians Surroundings,Msida,Apartment,2,1,105,4
2500000,Sliema and St Julians Surroundings,Ta' l-Ibragg,Bungalow Detached,3,5,1180,12
495000,Sliema and St Julians Surroundings,Sliema,Maisonette,2,2,175,9
450000,Central,Birkirkara,Townhouse,3,3,214,11
467000,North,St Paul's Bay,Penthouse,3,2,180,6
395000,North,St Paul's Bay,Apartment,3,2,180,7
395000,North,St Paul's Bay,Apartment,3,2,180,7
540000,North,Dingli,Penthouse Duplex,3,2,218,9
285000,Central,Birkirkara,Townhouse,2,2,146,7
266000,Central,Naxxar,Apartment,2,2,95,6
320000,North,Qawra,Apartment,5,3,145,11
320000,Central,Hamrun,Penthouse,2,2,116,6
460000,North,Mellieha,Penthouse,2,2,155,6
360000,Sliema and St Julians Surroundings,Sliema,Maisonette,2,3,106,7
300000,Sliema and St Julians Surroundings,Sliema,Maisonette,1,2,72,5
490000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,136,6
490000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,133,6
440000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,116,6
465000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,130,6
375000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,98,5
360000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,81,5
480000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,3,167,7
680000,Sliema and St Julians Surroundings,Swieqi,Maisonette Duplex,3,3,231,7
360000,Central,Balzan,Penthouse,3,2,161,6
476000,Central,Balzan,Penthouse,3,3,254,7
200000,Central,Balzan,Apartment,2,2,99,5
200000,Central,Balzan,Apartment,2,2,110,5
225000,Central,Balzan,Apartment,3,2,178,6
439000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,2,199,7
373000,Central,Balzan,Apartment,3,3,178,7
303000,Central,Balzan,Apartment,3,3,138,7
313000,Central,Balzan,Apartment,3,3,138,7
388000,Central,Balzan,Apartment,3,3,178,7
443000,Central,Balzan,Apartment,3,3,207,7
438000,Central,Balzan,Apartment,3,3,207,7
473000,Central,Balzan,Apartment,3,4,206,9
1115000,Sliema and St Julians Surroundings,Fort Cambridge,Apartment,3,3,242,8
228000,South,Zejtun,Apartment,3,2,100,6
172000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,55,4
170000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,55,4
295000,Central,Birkirkara,Penthouse,2,2,86,6
499000,Central,Birkirkara,Penthouse,4,0,250,6
240000,Central,Mosta,Apartment,2,1,98,5
235000,Central,Mosta,Apartment,2,1,98,5
230000,Central,Mosta,Apartment,2,1,98,5
610000,South,Marsascala,Maisonette,3,2,288,8
650000,South,Marsascala,Maisonette,4,2,268,9
595000,Valletta,Valletta,Apartment,3,2,185,7
370650,South,Vittoriosa,House of Character,3,2,175,9
330000,Sliema and St Julians Surroundings,Msida,Maisonette,3,2,175,7
525000,Gozo,Gozo - San Lawrenz,Apartment,2,4,147,8
255000,Central,Birkirkara,Apartment,2,2,85,6
465000,North,Qawra,Apartment,3,2,150,6
700000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,2,155,6
293000,Central,Balzan,Apartment,3,1,150,7
499000,North,Mellieha,Apartment,2,2,117,6
136000,Gozo,Gozo - Marsalforn,Apartment,3,1,95,5
215000,Gozo,Gozo - Nadur,Apartment,3,2,136,7
245000,North,St Paul's Bay,Apartment,3,2,130,7
299000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,109,7
470000,North,Mellieha,Penthouse,2,1,140,4
315000,Central,Qormi,Maisonette,3,2,164,7
255000,Central,Siggiewi,Apartment,3,2,124,6
295000,Central,Iklin,Penthouse,2,2,122,5
340000,Central,Mosta,Apartment,3,3,173,8
285000,Central,Iklin,Apartment,3,2,131,8
330000,Central,Mosta,Apartment,3,3,173,8
280000,Central,Iklin,Apartment,3,2,131,8
320000,Central,Mosta,Apartment,3,3,169,8
275000,Central,Iklin,Apartment,3,2,131,8
290000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,119,7
285000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,119,7
350000,Sliema and St Julians Surroundings,Msida,Penthouse,2,1,122,4
485000,Valletta,Valletta,Apartment,1,1,70,4
270000,Central,Iklin,Apartment,3,2,140,7
260000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,104,6
265000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,103,6
265000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,101,6
288000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,106,6
285000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,104,6
288000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,106,6
288000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,109,6
285000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,108,6
288000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,109,6
230000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,115,6
950000,South,Zurrieq,House of Character,4,4,355,10
260000,Central,Mosta,Apartment,1,2,185,6
275500,Central,Qormi,Townhouse,2,2,110,9
172000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,100,5
169000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,100,5
173000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,95,5
234000,South,Birzebbuga,Apartment,3,2,122,6
350000,Valletta,Valletta,Maisonette Duplex,1,1,76,3
903500,Central,Siggiewi,House of Character,7,2,360,12
750000,Sliema and St Julians Surroundings,Sliema,Apartment,3,0,182,4
650000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,183,9
325000,Sliema and St Julians Surroundings,Gzira,Apartment,3,2,120,7
2500000,Sliema and St Julians Surroundings,Portomaso,Apartment,2,2,180,6
264000,South,Zejtun,Townhouse,2,1,73,7
1350000,Sliema and St Julians Surroundings,Sliema,Airspace (Residential),3,3,292,10
245000,South,Senglea,Apartment Duplex,3,2,130,7
195000,North,Bugibba,Apartment,2,1,72,5
280000,Sliema and St Julians Surroundings,Gzira,Penthouse,2,1,114,4
435000,Central,Birkirkara,Townhouse,3,3,145,9
265000,Central,Qormi,Maisonette,2,1,126,6
260000,Sliema and St Julians Surroundings,Msida,Penthouse,2,2,109,5
375000,Central,Mosta,Penthouse,2,3,190,8
206500,South,Zabbar,Apartment,3,2,121,7
650000,Central,Attard,Penthouse,3,3,247,9
230000,Central,Santa Venera,Apartment,3,2,154,7
375000,Central,Birkirkara,Townhouse,3,2,107,7
373000,Central,Birkirkara,Maisonette,3,1,120,7
240000,South,Luqa,Apartment,3,2,134,7
235000,South,Luqa,Apartment,3,2,134,7
240000,South,Luqa,Apartment,3,2,128,6
230000,South,Luqa,Apartment,3,2,134,7
235000,South,Luqa,Apartment,3,2,118,6
245000,South,Luqa,Apartment,3,2,151,7
275000,South,Luqa,Penthouse,3,2,132,6
240000,South,Luqa,Apartment,3,2,121,6
250000,South,Luqa,Apartment,3,2,153,6
235000,South,Luqa,Apartment,3,2,121,6
245000,South,Luqa,Apartment,3,2,153,6
230000,South,Luqa,Apartment,3,2,121,6
240000,South,Luqa,Apartment,3,2,153,6
194000,South,Luqa,Apartment,2,2,89,5
450000,Sliema and St Julians Surroundings,Swieqi,Maisonette,3,2,194,8
239000,North,Qawra,Maisonette,3,2,139,8
286000,Central,Mosta,Apartment,3,2,133,7
239000,Sliema and St Julians Surroundings,Gzira,Penthouse,1,1,55,3
375000,Central,Attard,Maisonette,3,2,230,7
445000,South,Senglea,Townhouse,3,2,127,7
240000,Central,Qormi,Townhouse,2,2,130,7
405000,Sliema and St Julians Surroundings,Gzira,Apartment,3,2,100,6
3750000,Sliema and St Julians Surroundings,Portomaso,Penthouse,3,0,296,4
335000,Central,Mosta,Apartment,3,2,138,7
850000,Sliema and St Julians Surroundings,Bahar Ic-Caghaq,Penthouse Duplex,3,3,240,8
189000,South,Tarxien,Townhouse,3,2,100,7
271000,Central,Birkirkara,Townhouse,3,1,110,7
375000,Central,Birkirkara,Apartment,3,2,185,7
875000,Sliema and St Julians Surroundings,Kappara,Villa Semi-detached,3,3,298,10
750000,Central,Mosta,House of Character,3,4,168,9
365000,Central,Attard,Apartment,3,3,160,9
197000,South,Zabbar,Apartment,2,2,107,6
197000,South,Zabbar,Apartment,2,2,105,6
1595000,Central,San Pawl tat Targa,Villa Semi-detached,4,3,670,12
400000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,136,7
520000,Sliema and St Julians Surroundings,St Julian's,Maisonette Duplex,2,2,190,5
250000,North,Qawra,Apartment,2,2,66,6
350000,South,Kalkara,Studio Flat,1,1,60,3
271000,Central,Iklin,Apartment,3,2,103,7
363000,South,Kalkara,Studio Flat,1,1,60,3
297000,Central,Iklin,Maisonette,2,2,110,6
425000,Central,Zebbug,Penthouse,3,2,148,6
260000,South,Safi,Apartment,3,2,99,6
549000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,140,6
225000,Valletta,Valletta,Studio Flat,1,1,32,3
1042000,Sliema and St Julians Surroundings,Madliena,Apartment,3,3,250,7
190000,Sliema and St Julians Surroundings,St Julian's,Maisonette,2,1,74,6
228000,South,Zejtun,Townhouse,3,1,117,8
240000,South,Luqa,Apartment,3,2,103,7
171000,North,Qawra,Apartment,2,1,52,5
165000,North,Qawra,Apartment,2,1,52,5
550000,Sliema and St Julians Surroundings,Sliema,Penthouse,2,2,115,7
295000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,167,8
745000,Central,Mosta,Terraced House,3,3,149,7
280000,North,Qawra,Apartment,3,2,220,6
220000,North,Qawra,Apartment,2,1,151,4
215000,South,Birzebbuga,Apartment,3,1,7,5
310000,South,Fgura,Penthouse,2,2,166,6
205000,South,Fgura,Penthouse,2,2,100,5
205000,South,Fgura,Apartment,3,2,121,6
285000,Sliema and St Julians Surroundings,Sliema,Apartment,2,3,91,6
275000,Sliema and St Julians Surroundings,Sliema,Apartment,2,3,91,6
275000,Sliema and St Julians Surroundings,Sliema,Apartment,2,3,91,6
270000,Sliema and St Julians Surroundings,Sliema,Apartment,2,3,91,6
318000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,1,77,5
297000,South,Marsascala,Apartment,2,2,101,6
300000,South,Zejtun,Maisonette Duplex,3,2,160,8
325000,North,Rabat,Penthouse Duplex,2,1,138,5
299000,Central,Lija,Apartment,3,2,122,8
186000,North,Qawra,Apartment,2,1,85,4
325000,Sliema and St Julians Surroundings,Guardamangia,Penthouse,2,2,266,5
315000,South,Fgura,Maisonette Solitary,3,1,140,8
240000,Central,Balzan,Apartment,2,2,70,4
1200000,North,Maghtab,Terraced House,3,1,225,6
435000,Central,Gharghur,Penthouse,2,2,122,5
285000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,90,5
280000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,90,5
280000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,90,5
280000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,90,5
298000,Central,Mosta,Penthouse,3,2,148,7
298000,Central,Mosta,Penthouse,3,2,149,7
235000,Central,Mosta,Apartment,3,2,166,7
390000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,141,7
495000,Sliema and St Julians Surroundings,Sliema,Penthouse Duplex,2,2,148,6
275000,South,Birzebbuga,Penthouse,2,2,146,6
395000,Sliema and St Julians Surroundings,Sliema,Maisonette Duplex,3,2,152,10
435000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,169,7
165500,North,St Paul's Bay,Apartment,1,2,67,5
695000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,230,9
234000,Sliema and St Julians Surroundings,Pieta,Apartment,2,2,95,7
287000,South,Xghajra,Maisonette,3,1,91,6
320000,Central,Qormi,Apartment,3,1,128,8
850000,Central,Qormi,Maisonette,3,3,212,9
2150000,South,Zurrieq,Farmhouse,5,1,4300,8
825000,North,Mellieha,Apartment,3,4,222,9
500000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,135,6
2700000,Sliema and St Julians Surroundings,Bahar Ic-Caghaq,Villa Detached,3,5,500,11
460000,Gozo,Gozo - Victoria,Townhouse,5,2,362,10
245000,South,Marsascala,Maisonette,3,1,110,6
580000,Sliema and St Julians Surroundings,Sliema,Penthouse Duplex,3,3,180,7
250000,North,Qawra,Apartment,3,0,125,4
850000,North,Mellieha,Penthouse,3,2,235,8
455000,Sliema and St Julians Surroundings,Mensija,Apartment,3,2,157,6
400000,Central,Santa Venera,Townhouse,4,4,282,11
185000,North,St Paul's Bay,Apartment,1,1,50,5
870000,Central,Gharghur,Terraced House,5,3,320,11
480000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,3,181,8
1754000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,5,4,300,11
235000,Sliema and St Julians Surroundings,St Julian's,Maisonette,1,2,82,4
340000,Sliema and St Julians Surroundings,Ta' l-Ibragg,Apartment,2,2,120,5
420000,Central,Balzan,Maisonette,3,2,160,6
399000,Central,Hamrun,Townhouse,3,2,190,7
365000,Sliema and St Julians Surroundings,Sliema,Maisonette,2,2,60,5
800000,Sliema and St Julians Surroundings,Pender Place,Apartment,3,0,220,4
920000,Sliema and St Julians Surroundings,Pender Place,Apartment,3,0,184,4
1100000,Sliema and St Julians Surroundings,St Julian's,Townhouse,3,3,410,13
372000,Sliema and St Julians Surroundings,Kappara,Apartment,3,2,145,8
330000,Sliema and St Julians Surroundings,Kappara,Apartment,3,2,136,8
425000,Central,Gharghur,Penthouse,3,2,147,6
499000,Sliema and St Julians Surroundings,Sliema,Apartment,3,1,152,5
380000,Gozo,Gozo - Xaghra,Penthouse,3,3,172,8
691000,Central,Zebbug,House of Character,9,2,294,15
285000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,2,120,6
250000,North,St Paul's Bay,Apartment,2,2,107,8
239000,Sliema and St Julians Surroundings,Gzira,Apartment,3,3,130,9
430000,Sliema and St Julians Surroundings,Sliema,Penthouse,2,2,110,6
495000,North,Qawra,Penthouse,3,2,300,9
320000,South,Zejtun,Townhouse,2,2,231,7
395000,Sliema and St Julians Surroundings,Paceville,Apartment,3,2,95,6
1250000,Sliema and St Julians Surroundings,Tigne Point,Apartment,3,2,166,10
550000,North,St Paul's Bay,Apartment,3,2,170,6
240000,Sliema and St Julians Surroundings,Msida,Apartment,2,1,171,7
370000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,130,8
1190000,Sliema and St Julians Surroundings,Pender Place,Apartment Duplex,3,3,286,10
710000,Sliema and St Julians Surroundings,Swieqi,Penthouse,3,2,190,10
230000,North,St Paul's Bay,Apartment,3,2,140,7
230000,North,St Paul's Bay,Apartment,3,2,132,7
290000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,2,60,4
425000,Sliema and St Julians Surroundings,Madliena,Apartment,3,2,135,8
320000,Sliema and St Julians Surroundings,St Julian's,Penthouse,1,1,63,3
205000,Central,Birkirkara,Apartment,2,1,92,4
395000,North,Rabat,Penthouse,2,1,116,6
2500000,Sliema and St Julians Surroundings,Portomaso,Apartment,2,3,215,10
690000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,145,7
425000,Sliema and St Julians Surroundings,Sliema,Apartment,3,3,135,10
4900000,North,Mellieha,Villa Detached,7,6,1355,15
210000,Sliema and St Julians Surroundings,Sliema,Apartment,2,3,91,7
308270,North,St Paul's Bay,Maisonette,2,2,112,5
393000,South,Zurrieq,Penthouse,3,0,180,4
675000,Sliema and St Julians Surroundings,Sliema,Townhouse,3,3,230,9
1100000,Sliema and St Julians Surroundings,The Village,Bungalow Semi-detached,3,2,300,7
5200000,North,Mellieha,Villa Detached,5,8,1300,18
290000,South,Tarxien,Penthouse,3,2,181,6
905000,South,Vittoriosa,Townhouse,3,4,0,11
1100000,Sliema and St Julians Surroundings,Sliema,Penthouse,3,2,175,7
215000,North,St Paul's Bay,Maisonette,2,2,102,5
235000,Sliema and St Julians Surroundings,Sliema,Apartment,2,0,76,4
375000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,110,6
250000,Central,Mosta,Apartment,3,2,0,7
650000,Sliema and St Julians Surroundings,Portomaso,Apartment,1,1,77,3
270000,North,Xemxija,Apartment,3,2,170,7
220000,Sliema and St Julians Surroundings,Msida,Apartment,1,2,54,4
750000,South,Senglea,Townhouse,3,3,100,12
485000,North,Qawra,Penthouse,3,2,272,7
2900000,Sliema and St Julians Surroundings,The Village,Villa Detached,4,2,1000,8
266000,Central,Santa Venera,Penthouse,2,2,115,5
228500,Central,Santa Venera,Apartment,3,2,122,6
175500,Central,Santa Venera,Apartment,2,2,97,6
266000,Central,Santa Venera,Penthouse,2,2,114,7
239500,Central,Santa Venera,Apartment,3,2,122,7
230000,Sliema and St Julians Surroundings,Msida,Penthouse,1,1,83,3
435000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,193,8
550000,Sliema and St Julians Surroundings,Sliema,Apartment,3,0,125,4
5300000,North,St Paul's Bay,Farmhouse,3,3,5600,8
395000,South,Kalkara,Townhouse,3,4,0,13
530000,North,Mellieha,Apartment,3,3,161,8
585000,North,Mellieha,Apartment,3,3,160,8
585000,North,Mellieha,Apartment,3,3,161,8
532000,North,Mellieha,Apartment,3,3,160,8
445000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,169,7
585000,South,Zabbar,Townhouse,2,3,304,9
650000,North,Mellieha,Penthouse,3,2,230,5
145000,North,Bugibba,Apartment,2,1,110,4
480000,Sliema and St Julians Surroundings,Bahar Ic-Caghaq,Apartment,3,2,230,8
580000,Sliema and St Julians Surroundings,St Julian's,Penthouse,2,2,154,5
295000,Central,Balzan,Apartment,3,2,125,8
3300000,North,Bidnija,Villa Detached,3,1,7193,7
450000,North,Mellieha,Apartment,2,3,162,6
1350000,Sliema and St Julians Surroundings,Tigne Point,Apartment,2,2,144,7
695000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,160,8
425000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,135,9
1200000,North,Mellieha,Penthouse Duplex,3,3,336,12
213000,South,Luqa,Apartment,3,1,97,5
1900000,Central,Naxxar,Farmhouse,3,2,2400,9
340000,Sliema and St Julians Surroundings,Ta' l-Ibragg,Apartment,3,2,116,7
860000,South,Zurrieq,House of Character,4,3,400,9
